source_code,source_concept_id,source_vocabulary_id,source_code_type,source_code_description,source_name_eng,target_concept_name,target_concept_code,target_concept_id,target_vocabulary_id,target_domain,target_concept_class_id,updated_date,valid_end_date
FMC20,0,None,ncsp,Aordiklapihõlma suturatsioon,Suture of leaflet of aortic valve,,No matching concept,0,None,,,2024-06-04,2099-12-31
FMC96,0,None,ncsp,Muu operatsioon aordiklapil puudulikkuse korral,Other operation on aortic valve for insufficiency,,No matching concept,0,None,,,2024-06-04,2099-12-31
FMD00,0,None,ncsp,Aordiklapi asendamine mehhaanilise proteesiga,Replacement of aortic valve using mechanical prosthesis,Mechanical prosthetic aortic valve replacement,174929002,4018561,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FMD10,0,None,ncsp,Aordiklapi asendamine bioloogilise proteesiga,Replacement of aortic valve using biological prosthesis,Replacement of aortic valve with tissue graft,441895005,40480947,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FMD12,0,None,ncsp,Aordiklapi perkutaanne transluminaalne asendamine bioloogilise proteesiga,Percutaneous transluminal replacement of aortic valve using biological prosthesis,,No matching concept,0,None,,,2024-06-04,2099-12-31
FMD13,0,None,ncsp,Aordiklapi perkutaanne transapikaalne asendamine bioloogilise proteesiga,Percutaneous transapical replacement of aortic valve using biological prosthesis,,No matching concept,0,None,,,2024-06-04,2099-12-31
FMD20,0,None,ncsp,Aordiklapi asendamine homotransplantaadiga,Replacement of aortic valve using homograft,,No matching concept,0,None,,,2024-06-04,2099-12-31
FMD30,0,None,ncsp,Aordi bulbuse asendamine homotransplantaadiga ja koronaararterite reimplantatsioon,Replacement of aortic root using homograft and reimplantation of coronary arteries,,No matching concept,0,None,,,2024-06-04,2099-12-31
FMD33,0,None,ncsp,Aordi bulbuse asendamine ksenotransplnataadi ja koronaararterite reimplantatsiooni abil,Replacement of aortic root using xenograft and reimplantation of coronary arteries,,No matching concept,0,None,,,2024-06-04,2099-12-31
FMD40,0,None,ncsp,Aordi bulbuse asendamine autotransplantaadiga aordi positsioonis koos koronaararterite reimplantatsiooniga ja homotransplantaadiga pulmonaalsuistikule,Aortopulmonary root replacement using autograft of aortic root with reimplantation of coronary arteries,,No matching concept,0,None,,,2024-06-04,2099-12-31
FMD96,0,None,ncsp,Aordiklapi muu proteesiga asendamine,Other prosthetic replacement of aortic valve,Mechanical prosthetic aortic valve replacement,174929002,4018561,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FMW96,0,None,ncsp,Muu operatsioon aordiklapil,Other operation on aortic valve,Operation on aortic valve cusp,232822000,4338441,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FNA00,0,None,ncsp,Anastomoos koronaararteri ja a. thoracica interna vahel,Anastomosis to coronary artery from internal mammary artery,"Anastomosis of thoracic artery to coronary artery, single",48431000,4168141,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FNA10,0,None,ncsp,Sillatud anastomoosid koronaararterite ja a. thoracica interna’de vahel,Sequential anastomoses to coronary arteries from internal mammary arteries,"Coronary artery bypass graft, anastomosis of artery of thorax to coronary artery",119565001,4000733,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FNA20,0,None,ncsp,Anastomoos koronaararterite ja mõlemapoolse a. thoracica interna vahel,Anastomosis to coronary arteries from bilateral internal mammary arteries,,No matching concept,0,None,,,2024-06-04,2099-12-31
FNA96,0,None,ncsp,Muu ühendus koronaararteri ja a. thoracica interna vahel,Other connection to coronary artery from internal mammary artery,,No matching concept,0,None,,,2024-06-04,2099-12-31
FNB00,0,None,ncsp,Anastomoos koronaararteri ja a. gastroepiploica vahel,Anastomosis to coronary artery from gastroepiploic artery,,No matching concept,0,None,,,2024-06-04,2099-12-31
FNB20,0,None,ncsp,Sillatud anastomoosid koronaararterite ja a. gastroepiploica vahel,Sequential anastomoses to coronary arteries from gastroepiploic arteries,,No matching concept,0,None,,,2024-06-04,2099-12-31
FNB96,0,None,ncsp,Muu ühendus koronaararteri ja a. gastroepiploica vahel,Other connection of gastroepiploic artery to coronary artery,,No matching concept,0,None,,,2024-06-04,2099-12-31
FNC10,0,None,ncsp,Aorto-koronaarne bypass veeniga ühe distaalse anastomoosiga,Aorto-coronary venous bypass with single distal anastomosis,Aortocoronary artery bypass graft with vein graft,17073005,4063237,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FNC20,0,None,ncsp,Aorto-koronaarne bypass veeniga kahe distaalse anastomoosiga,Aorto-coronary venous bypass with two distal anastomoses,Aortocoronary artery bypass graft with two vein grafts,405598005,4228304,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FNC30,0,None,ncsp,Aorto-koronaarne bypass veeniga kolme distaalse anastomoosiga,Aorto-coronary venous bypass with three distal anastomoses,Aortocoronary artery bypass graft with three vein grafts,405599002,4228305,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FNC40,0,None,ncsp,Aorto-koronaarne bypass veeniga nelja distaalse anastomoosiga,Aorto-coronary venous bypass with four distal anastomoses,Aortocoronary artery bypass graft with vein graft,17073005,4063237,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FNC50,0,None,ncsp,Aorto-koronaarne bypass veeniga viie distaalse anastomoosiga,Aorto-coronary venous bypass with five distal anastomoses,Aortocoronary artery bypass graft with vein graft,17073005,4063237,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FNC60,0,None,ncsp,Aorto-koronaarne bypass veeniga kuue distaalse anastomoosiga,Aorto-coronary venous bypass with six distal anastomoses,Aortocoronary artery bypass graft with vein graft,17073005,4063237,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FNC96,0,None,ncsp,Muu aorto-koronaarne bypass veeniga,Other aorto-coronary venous bypass,,No matching concept,0,None,,,2024-06-04,2099-12-31
FND10,0,None,ncsp,Aorto-koronaarne bypass ühe proteesiga,Aorto-coronary bypass using single prosthetic graft,,No matching concept,0,None,,,2024-06-04,2099-12-31
FND20,0,None,ncsp,Aorto-koronaarne bypass kahe proteesiga,Aorto-coronary bypass using two prosthetic grafts,,No matching concept,0,None,,,2024-06-04,2099-12-31
FND96,0,None,ncsp,Muu aorto-koronaarne bypass proteesiga,Other aorto-coronary bypass using prosthetic graft,,No matching concept,0,None,,,2024-06-04,2099-12-31
FNE00,0,None,ncsp,Koronaarne bypass a. thoracica interna vaba transplantaadiga,Coronary bypass using free arterial graft of internal mammary artery,,No matching concept,0,None,,,2024-06-04,2099-12-31
FNE10,0,None,ncsp,Koronaarne bypass a. gastroepiploica vaba transplantaadiga,Coronary bypass using free arterial graft of gastroepiploic artery,,No matching concept,0,None,,,2024-06-04,2099-12-31
FNE20,0,None,ncsp,Koronaarne bypass radiaalse arteri vaba arteri transplantaadiga,Coronary bypass using free arterial graft of radial artery,Coronary artery bypass grafting using radial artery graft,868227005,3655761,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FNE96,0,None,ncsp,Koronaarne bypass muu vaba arteri transplantaadiga,Coronary bypass using other free arterial graft,Coronary artery bypass graft,232717009,4336464,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FNF00,0,None,ncsp,Trombendarterektoomia paremast koronaararterist,Thrombendarterectomy of right coronary artery,,No matching concept,0,None,,,2024-06-04,2099-12-31
FNF10,0,None,ncsp,Trombendarterektoomia eesmisest alanevast harust,Thrombendarterectomy of anterior descending branch,,No matching concept,0,None,,,2024-06-04,2099-12-31
FNF20,0,None,ncsp,Trombendarterektoomia ramus circumflexa’st,Thrombendarterectomy of circumflex branch,,No matching concept,0,None,,,2024-06-04,2099-12-31
FNF30,0,None,ncsp,Trombendarterektoomia vasaku koronaararteri tüvest,Thrombendarterectomy of left main coronary artery,,No matching concept,0,None,,,2024-06-04,2099-12-31
FNF96,0,None,ncsp,Muu trombendarterektoomia koronaararterist,Other coronary thrombendarterectomy,,No matching concept,0,None,,,2024-06-04,2099-12-31
FNG00,0,None,ncsp,Koronaararteri dilatatsioon,Dilatation of coronary artery,Coronary angioplasty,41339005,4184832,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FNG02,0,None,ncsp,Perkutaanne transluminaalne koronaar-angioplastika,Percutaneous transluminal coronary angioplasty,Percutaneous transluminal coronary angioplasty,11101003,4006788,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FNG05,0,None,ncsp,Perkutaanne transluminaalne koronaar-angioplastika koos stendi paigaldamisega,Percutaneous transluminal coronary angioplasty with insertion of stent,Percutaneous transluminal balloon angioplasty with insertion of stent into coronary artery,429639007,4181025,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FNG10,0,None,ncsp,Koronaararteri embolektoomia,Embolectomy of coronary artery,Removal of coronary artery obstruction,47338008,4167173,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FNG20,0,None,ncsp,Võõrkeha eemaldamine koronaararterist,Removal of foreign body from coronary artery,Removal of foreign body from coronary artery,232739006,4337744,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FNG22,0,None,ncsp,Perkutaanne transluminaalne võõrkeha eemaldamine koronaararterist,Percutaneous transluminal removal of foreign body from coronary artery,,No matching concept,0,None,,,2024-06-04,2099-12-31
FNG30,0,None,ncsp,Koronaararteri laiendamine lapiga,Expansion of coronary artery using patch,,No matching concept,0,None,,,2024-06-04,2099-12-31
FNG96,0,None,ncsp,Koronaararteri muu rekanalisatsioon,Other recanalisation of coronary artery,,No matching concept,0,None,,,2024-06-04,2099-12-31
FNH00,0,None,ncsp,Koronaararteri suturatsioon,Suture of coronary artery,,No matching concept,0,None,,,2024-06-04,2099-12-31
FNH10,0,None,ncsp,Koronaararteri korrektsioon lapiga,Repair of coronary artery using patch,,No matching concept,0,None,,,2024-06-04,2099-12-31
FNH20,0,None,ncsp,Koronaararteri korrektsioon bypass’iga,Repair of coronary artery with bypass,,No matching concept,0,None,,,2024-06-04,2099-12-31
FNH96,0,None,ncsp,Koronaararteri muu korrektsioon,Other repair of coronary artery,,No matching concept,0,None,,,2024-06-04,2099-12-31
FNJ00,0,None,ncsp,Anomaalse koronaararteri ligeerimine,Ligature of anomalous coronary artery,Ligation of anomalous coronary artery,67399008,4284264,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FNJ02,0,None,ncsp,Perkutaanne transluminaalne anomaalse koronaararteri okluseerimine,Percutaneous transluminal occlusion of anomalous coronary artery,,No matching concept,0,None,,,2024-06-04,2099-12-31
FNJ10,0,None,ncsp,Koronaarfistuli sulgemine,Closure of coronary fistula,,No matching concept,0,None,,,2024-06-04,2099-12-31
FNJ12,0,None,ncsp,Perkutaanne transluminaalne koronaarfistuli okluseerimine,Percutaneous transluminal occlusion of coronary fistula,,No matching concept,0,None,,,2024-06-04,2099-12-31
FNJ96,0,None,ncsp,Muu operatsioon koronaarfistuli korral,Other operation for coronary fistula,,No matching concept,0,None,,,2024-06-04,2099-12-31
FNK00,0,None,ncsp,Koronaararteri transpositsioon,Transposition of coronary artery,Transposition of coronary artery,384678000,4296790,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FNK10,0,None,ncsp,Pulmonaalarteri plastika anastomoosiga aorti,Pulmonary arterioplasty with anastomosis to aorta,,No matching concept,0,None,,,2024-06-04,2099-12-31
FNK20,0,None,ncsp,Anomaalse koronaararteri ligeerimine ja rekonstruktsioon bypass’iga,Ligature and bypass reconstruction of anomalous coronary artery,,No matching concept,0,None,,,2024-06-04,2099-12-31
FNK96,0,None,ncsp,Koronaararteri anomaalse lähtekoha muu korrektsioon,Other repair of anomalous origin of coronary artery,,No matching concept,0,None,,,2024-06-04,2099-12-31
FNW96,0,None,ncsp,Muu operatsioon koronaararteritel,Other operation on coronary arteries,Operative procedure on coronary artery,31413008,4150819,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FNW98,0,None,ncsp,Muu perkutaanne transluminaalne protseduur koronaararteritel,Other percutaneous transluminal procedure on coronary arteries,,No matching concept,0,None,,,2024-06-04,2099-12-31
FPA00,0,None,ncsp,Anteroseptaalse atrio-ventrikulaarse juhtetee läbimine,Division of anteroseptal atrio-ventricular pathway,,No matching concept,0,None,,,2024-06-04,2099-12-31
FPA10,0,None,ncsp,Posteroseptaalse atrio-ventrikulaarse juhtetee läbimine,Division of posteroseptal atrio-ventricular pathway,,No matching concept,0,None,,,2024-06-04,2099-12-31
FPA20,0,None,ncsp,Parema vaba seina atrio-ventrikulaarse juhtetee läbimine,Division of right free wall atrio-ventricular pathway,,No matching concept,0,None,,,2024-06-04,2099-12-31
FPA30,0,None,ncsp,Vasema vaba seina atrio-ventrikulaarse juhtetee läbimine,Division of left free wall atrio-ventricular pathway,,No matching concept,0,None,,,2024-06-04,2099-12-31
FPA40,0,None,ncsp,Mitmete atrio-ventrikulaarse juhteteede läbimine,Division of multiple atrio-ventricular pathways,,No matching concept,0,None,,,2024-06-04,2099-12-31
FPA96,0,None,ncsp,Muu operatsioon supraventrikulaarse arütmia korral,Other operation for supraventricular arrhythmia,,No matching concept,0,None,,,2024-06-04,2099-12-31
FPB00,0,None,ncsp,Ektoopilise rütmihäire kolde ekstsisioon,Excision of ectopic heart focus,,No matching concept,0,None,,,2024-06-04,2099-12-31
FPB10,0,None,ncsp,Ektoopilise rütmihäire kolde krüoablatsioon,Cryoablation of ectopic heart focus,Cryoablation operation for arrhythmia,233161001,4050570,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FPB20,0,None,ncsp,Aberrantse lisajuhtetee või rütmihäire kolde raadiosageduslik ablatsioon,Radiofrequency ablation of aberrant pathway or focus of heart,Radiofrequency ablation operation for arrhythmia,233163003,4049987,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FPB22,0,None,ncsp,Aberrantse lisajuhtetee või rütmihäire kolde transvenoosne raadiosageduslik ablatsioon,Transvenous radiofrequency ablation of aberrant pathway or focus of heart,Radiofrequency ablation operation for arrhythmia,233163003,4049987,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FPB32,0,None,ncsp,Kopsuveeni lisajuhtetee või kolde transvenoosne raadiosageduslik ablatsioon,Transvenous radiofrequency ablation of pulmonary vein pathway or focus,Radiofrequency ablation operation for arrhythmia,233163003,4049987,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FPB96,0,None,ncsp,Aberrantse lisajuhtetee või rütmihäire kolde muu ekstsisioon või ablatsioon,Other excision or ablation of aberrant pathway or focus of heart,,No matching concept,0,None,,,2024-06-04,2099-12-31
FPC00,0,None,ncsp,Osaline endokardiaalne müotoomia ventrikulaarse arütmia korral,Partial endocardial myotomy for ventricular arrhythmia,,No matching concept,0,None,,,2024-06-04,2099-12-31
FPC10,0,None,ncsp,Täielik endokardiaalne müotoomia ventrikulaarse arütmia korral,Total endocardial myotomy for ventricular arrhythmia,,No matching concept,0,None,,,2024-06-04,2099-12-31
FPC96,0,None,ncsp,Muu endokardiaalne müotoomia ventrikulaarse arütmia korral,Other endocardial myotomy for ventricular arrhythmia,,No matching concept,0,None,,,2024-06-04,2099-12-31
FPD00,0,None,ncsp,Labürint-protseduur kodade fibrillatsiooni korral,Maze procedure for atrial fibrillation,Maze procedure for atrial fibrillation,429211003,4181800,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FPD96,0,None,ncsp,Muu operatsioon kodade fibrillatsiooni korral,Other operation for atrial fibrillation,Procedure for arrhythmia,233154000,4051932,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FPE00,0,None,ncsp,Südame tehisrütmuri implantatsioon transvenoosse vatsakese elektroodiga,Implantation of transvenous cardiac pacemaker with ventricular electrode,"Insertion of permanent pacemaker with transvenous electrodes, ventricular",54974006,4204395,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FPE10,0,None,ncsp,Südame tehisrütmuri implantatsioon transvenoosse koja elektroodiga,Implantation of transvenous cardiac pacemaker with atrial electrode,Implantation of cardiac pacemaker,307280005,4144921,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FPE20,0,None,ncsp,Südame tehisrütmuri implantatsioon transvenoosse koja ja vatsakese elektroodiga,Implantation of transvenous cardiac pacemaker with atrial and ventricular electrodes,Implantation of cardiac pacemaker,307280005,4144921,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FPE26,0,None,ncsp,Südame tehisrütmuri implantatsioon transvenoossete biventrikulaarsete elektroodidega,Implantation of transvenous cardiac pacemaker with biventricular electrodes,Implantation of biventricular cardiac pacemaker system,429064006,4179363,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FPE30,0,None,ncsp,Südame tehisrütmuri vahetus,Replacement of transvenous cardiac pacemaker pulse generator,"Replacement of electronic heart device, pulse generator",3515001,4149327,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FPE40,0,None,ncsp,Südame tehisrütmuri elektroodi vahetus,Replacement of transvenous cardiac pacemaker electrode,Replacement of permanent transvenous electrodes,229577006,4046707,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FPE96,0,None,ncsp,Südame tehisrütmuri muu implantatsioon või vahetus,Other implantation or replacement of transvenous cardiac pacemaker,Implantation of cardiac pacemaker,307280005,4144921,SNOMED,Procedure,Procedure,2024-06-04,2099-12-31
FPF00,0,None,ncsp,Epikardiaalse tehisrütmuri implantatsioon vatsakese elektroodiga,Implantation of epicardial pacemaker with ventricular electrode,,No matching concept,0,None,,,2024-06-04,2099-12-31
